# avTemp, avVisc, modeltime, Nu, step, surfVRMS, VRMS, yielding
5.454157280536034991e-01,9.222987427510233829e+02,1.540050139732487833e-02,4.854037476570474574e+00,1.260000000000000000e+03,4.450152698951676200e+00,7.439416932090135504e+01,1.294008079405283354e-02
5.464134448687606449e-01,9.095380041785589356e+02,1.557291990746425409e-02,4.802319667057304287e+00,1.270000000000000000e+03,4.332470346391692928e+00,7.457207339857976081e+01,1.279087676433492832e-02
5.474112435920654995e-01,8.970591530095312010e+02,1.574510538205181262e-02,4.752310497498287489e+00,1.280000000000000000e+03,4.228223069432798908e+00,7.475933505886506225e+01,1.269668229808835862e-02
5.484088249503527024e-01,8.851215713825714602e+02,1.591704500374050910e-02,4.703928503550323548e+00,1.290000000000000000e+03,4.136432752216099296e+00,7.495680828402932150e+01,1.241108458861526695e-02
5.494057424732098349e-01,8.736964724619222125e+02,1.608872498539871271e-02,4.657100256274526728e+00,1.300000000000000000e+03,4.058526799655969519e+00,7.516390043516261699e+01,1.211041545996336365e-02
5.504016773101673143e-01,8.617074004909127325e+02,1.626012996145355036e-02,4.611759258680777407e+00,1.310000000000000000e+03,3.994750958484521330e+00,7.537916527983919934e+01,1.167335199882202010e-02
5.513961322990994507e-01,8.498951935619973028e+02,1.643124574300071361e-02,4.567841343430411705e+00,1.320000000000000000e+03,3.940056718583447637e+00,7.560427229671093130e+01,1.157538939036417691e-02
5.523886424059971656e-01,8.385128537248617704e+02,1.660205927876240786e-02,4.525281134903875291e+00,1.330000000000000000e+03,3.893192514423850170e+00,7.583720170922477166e+01,1.154901498304616511e-02
5.533786618453488959e-01,8.276736577162409958e+02,1.677255515826493043e-02,4.484017747987776303e+00,1.340000000000000000e+03,3.854042199825709059e+00,7.607818417942669953e+01,1.152942255093656297e-02
5.543660016834236481e-01,8.172374143052795716e+02,1.694272179703364134e-02,4.443994512948999720e+00,1.350000000000000000e+03,3.822519868024969014e+00,7.632511937678376057e+01,1.175775051323567008e-02
5.553502442271283090e-01,8.071300263906713326e+02,1.711254495600458489e-02,4.405157649176393519e+00,1.360000000000000000e+03,3.798045475629022061e+00,7.657973876685171888e+01,1.183235272750838771e-02
5.563310156223678637e-01,7.975933372370972165e+02,1.728201019443762615e-02,4.367457416776155732e+00,1.370000000000000000e+03,3.780325601232562782e+00,7.683947119034741036e+01,1.181351398912816077e-02
5.573079900103811157e-01,7.887163899843595800e+02,1.745111096588553012e-02,4.330845705947949931e+00,1.380000000000000000e+03,3.769387497338610338e+00,7.710405801860603958e+01,1.186626310588824798e-02
5.582807035495986892e-01,7.803784568330497677e+02,1.761983995006338038e-02,4.295277647360419060e+00,1.390000000000000000e+03,3.764549114560935994e+00,7.737293866942583520e+01,1.184667079872917320e-02
5.592489994217668681e-01,7.725559334674793490e+02,1.778818702690000350e-02,4.260712519422676259e+00,1.400000000000000000e+03,3.766141707377877790e+00,7.764825812068366417e+01,1.202300314604879371e-02
